added_by.id,track.name,track.external_urls.spotify,track.popularity
,Hey Boy Hey Girl,https://open.spotify.com/track/7kXmJwrZGIhDaLT9sNo3ut,63
,40 Day Dream,https://open.spotify.com/track/1m2A0wGb43khkL02TdRt4K,48
,Let The Music Play,https://open.spotify.com/track/5RgGHpa9S3txqJTxyRChx4,1
,"Right Here, Right Now",https://open.spotify.com/track/2nXBu5Ra6LGrJJzXHHm0co,1
,Kids,https://open.spotify.com/track/1jJci4qxiYcOHhQR247rEU,73
,Living In America,https://open.spotify.com/track/6woZZYrPSdNWpL4K1t6gZP,0
,Uprising,https://open.spotify.com/track/4VqPOruhp5EdPBeR92t6lQ,73
,Painted By Numbers,https://open.spotify.com/track/0vKt8MR7mVWJ7uWH93HYzl,42
,Time to Pretend,https://open.spotify.com/track/3Q9FA2LP9Abih9xkFeNb6U,33
,Won't Get Fooled Again - Remix,https://open.spotify.com/track/6O6M5tLmzgfsmRs4GTKZDo,2
,Bulletproof,https://open.spotify.com/track/3pU3mRumn5rWii1rKNu1eV,8
,Hit Me! - demo,https://open.spotify.com/track/6Z447lIwxlRKdTuIBSTsQw,0
,Standing In The Way Of Control (Soulwax Nite Version),https://open.spotify.com/track/30MQqrksDKGuBAEqsv9dYz,0
,I’m A Man,https://open.spotify.com/track/1fWQpfqqp16vhc2PVjYUnG,49
,Reptilia,https://open.spotify.com/track/57Xjny5yNzAcsxnusKmAfA,68
,Galvanize,https://open.spotify.com/track/4bz7uB4edifWKJXSDxwHcs,61
,The Bitter End,https://open.spotify.com/track/0Zr5wbLji9IPupJ2wu80KY,0
,We Will Rock You - The Rick Rubin 'Ruined' Remix;2010 Digital Remaster,https://open.spotify.com/track/1YcygxNG2JOYBJguh9ZXjM,0
,Sweet Child of Mine (Made Famous by Guns and Roses),https://open.spotify.com/track/6ljjtJCSbEchLXCYwlRK7y,23
,I Hate Everything About You,https://open.spotify.com/track/6rUp7v3l8yC4TKxAAR5Bmx,70
,Wake Me up When September Ends,https://open.spotify.com/track/3ZffCQKLFLUvYM59XKLbVm,73
uaquiro,Fortunate Son,https://open.spotify.com/track/0Ko737UNjXO17LK4Urdlwo,10
1225924949,Kiss Me,https://open.spotify.com/track/7EVqRaBDwVWXQiJcMGgU0C,46
1225924949,Aline,https://open.spotify.com/track/3Sju0jbR35bTfajNgbkgFy,42
1225924949,Rebel Beat,https://open.spotify.com/track/0QXSKayRWtfxMKHJxVurkZ,42
1225924949,I Like Me Better,https://open.spotify.com/track/1wjzFQodRWrPcQ0AnYnvQ9,82
1225924949,Carry Me (feat. Julia Michaels),https://open.spotify.com/track/3FZEv9JddkjHNFiMVxJYpS,63
1225924949,Papa Loves Mambo,https://open.spotify.com/track/3qVX5l1VcGPdWnWX8dkbRh,4
1225924949,Stand by Me,https://open.spotify.com/track/0DQd0tWurMHUAv0cMnDELH,62
1225924949,Boogie Oogie Oogie (Re-Recorded),https://open.spotify.com/track/4gKL6uCFmwSBspYV27alOp,13
1225924949,On Melancholy Hill,https://open.spotify.com/track/0q6LuUqGLUiCPP1cbdwFs3,71
1225924949,Sexual,https://open.spotify.com/track/3AsAuGTaDQzavZZThyYlop,16
1225924949,Young Hearts Run Free,https://open.spotify.com/track/3MFa9idQuY4iJLWsZl3tIQ,61
1225924949,Into the Wild,https://open.spotify.com/track/2mW00qzEzG90dzh9yQnR2t,3
1225924949,Pets,https://open.spotify.com/track/78hbC4snQ79I7UcmGi4xxw,0
1225924949,Suavemente,https://open.spotify.com/track/7cpFmkNmh3MM0WqXPSbs9f,57
1225924949,Otra Oportunidad,https://open.spotify.com/track/3fq3pTQYoWtctngH9C3y0C,34
1225924949,Utrus Horas,https://open.spotify.com/track/2tKqgQjnGgcPNTDViorQyU,47
1225924949,Miss You,https://open.spotify.com/track/3uFMPm9DLHP2uv1BYTmadh,1
1225924949,And I Love Her,https://open.spotify.com/track/3AVrEdQRHKGpmVZnxOn74l,17
1225924949,Take Me Over,https://open.spotify.com/track/6Y0yv5p2AvHTjIpf2TazN8,0
1225924949,Boogie Oogie Oogie (Re-Recorded),https://open.spotify.com/track/6JY5sdonFvRFwLLL84GP4d,44
1225924949,Love Hangover,https://open.spotify.com/track/4poc2NX2Ap8MnZjOtoiGir,24
1225924949,Sing a Song,https://open.spotify.com/track/5W5FVsgGCe3T9nIMkiXqNo,52
1225924949,I Only Want to Be With You,https://open.spotify.com/track/4moq5AtFjs2S7geUKuF4yq,15
1225924949,Show Me the Way,https://open.spotify.com/track/0nQq3RpyS29ayFTWSapqa8,26
1225924949,School House Funk,https://open.spotify.com/track/0neVIZv2YpUYVGdNgcROcK,0
1225924949,The Wire,https://open.spotify.com/track/7KdF7Zac5eC9jutk9Qret4,56
1225924949,Hey Joe - BBC Sessions,https://open.spotify.com/track/4qFLOQTUT8HNiwpFSSCZZI,30
1225924949,Walk On the Wild Side,https://open.spotify.com/track/5p3JunprHCxClJjOmcLV8G,72
1225924949,Fuel to Fire,https://open.spotify.com/track/5xr6rFPG0Jay1VPDn3kt5F,46
1225924949,Wait a Minute Girl,https://open.spotify.com/track/42SXkVjV4WeJoVTYJBjgLP,25
1225924949,Ritual Union,https://open.spotify.com/track/5uTjNzGKCQ50synrf9dWmT,54
1225924949,Tired of Talking,https://open.spotify.com/track/63MRutmAXJwkxhMhPHoioS,55
1225924949,You're All I Need To Get By (Glee Cast Version),https://open.spotify.com/track/3tuLBYXnCCJAOZlhTouHAi,31
1225924949,Seabird,https://open.spotify.com/track/0dvF4tXGoyPAfh5EzimNzT,6
1225924949,Zero,https://open.spotify.com/track/1OJrcYcbtEJWC8dT9unEOm,1
1225924949,Cherry Cherry,https://open.spotify.com/track/2lQwUMt3FXDUJ8UbtKL1hf,1
1225924949,If I Were Sorry,https://open.spotify.com/track/6oDkCmfVcSd9NXAKk1b4Ll,55
1225924949,Close Your Eyes,https://open.spotify.com/track/3YWURcrysYZFOcLclrtxHc,12
1225924949,El Cuarto De Tula,https://open.spotify.com/track/0NkBKaWhqR1KN67bUPlvYp,56
1225924949,Don't Stop,https://open.spotify.com/track/3Aygzva0QjmT4iHJI8ZJ7G,26
1225924949,My Same,https://open.spotify.com/track/5SaZaoRLPVZDkcDd1szp04,45
1225924949,The Days,https://open.spotify.com/track/0qQm7Zs5ky5ZvihQCH1bXW,32
1225924949,Multi-Love,https://open.spotify.com/track/0PEXp5yk0sx9dJ8JzwvjJb,60
1225924949,Baby Love,https://open.spotify.com/track/4YQQUjsPWhUbBC4AocFTHQ,1
1225924949,"Cheer Up, My Brother",https://open.spotify.com/track/16QpA8kLmMtXuOQdYC2PRO,8
1225924949,Let It Happen,https://open.spotify.com/track/068LmtzI6xJJDPfPnMje0U,11
1225924949,You Really Got Me - Remastered,https://open.spotify.com/track/09nZ9ZDWq1rTkmM3WjvMvF,54
1225924949,Wicked Love,https://open.spotify.com/track/1621HusJy3pKPrynU8nmB3,28
1225924949,Locking Up My Heart - Live At Apollo Theater/1962,https://open.spotify.com/track/6I9h2h3BAs8mLenSAmY97t,0
1225924949,Yes Sir I Can Boogie,https://open.spotify.com/track/0WmHtx1iLaQ2VQ7cSHK88X,33
1225924949,Smoke Gets In Your Eyes,https://open.spotify.com/track/2vSxjnyrWrtxyfzO47EX6q,57
1225924949,A Wonderful Day Like Today,https://open.spotify.com/track/4Ej902sIygFyatOxxTQqtY,5
1225924949,See Me Now,https://open.spotify.com/track/38L0oxBTpJtEKPov8ruc29,1
1225924949,It Takes Two,https://open.spotify.com/track/02mqSVqFLY0dWJFSsykksZ,2
1225924949,Bang My Head (feat. Sia & Fetty Wap) - Extended,https://open.spotify.com/track/1dM6FsF16SIoV7VdCE2r38,35
1225924949,"Please, Please, Please, Let Me Get What I Want",https://open.spotify.com/track/1pcBkN1Nc3rF1Ci5vOZgD9,0
1225924949,Someone Great,https://open.spotify.com/track/2VGDntFPvgvqSiUf9ITEfW,57
1225924949,Bills,https://open.spotify.com/track/4LWrlMkj3nFceDhigJmBGf,48
1225924949,"Don't Think Twice, It's All Right - Live at LA Forum, Inglewood, CA - February 1974",https://open.spotify.com/track/7dLdsnS0rQX3dB9jlp9SSv,24
1225924949,Go Outside,https://open.spotify.com/track/0V8jGgK39sLsj2yAHHPigU,41
1225924949,Wildfire,https://open.spotify.com/track/2WMRd3xAb9FwXopCRNWDq1,58
1225924949,After the Disco,https://open.spotify.com/track/1MmDfBzGsWKXb0rQfTyvOy,51
1225924949,Homeless,https://open.spotify.com/track/0jtTK6XjYj2L3Ge6jyK2sr,45
1225924949,There You Go,https://open.spotify.com/track/59KDSrnRMOsxPGPCBaRA1R,46
1225924949,There's A Light,https://open.spotify.com/track/6wApZx1bRkk7p6G1QwFLU6,30
1225924949,Hanging On To Nothing,https://open.spotify.com/track/0NKjwK2HaKZtA9WHobbHNH,30
1225924949,Real Love,https://open.spotify.com/track/1Udy17gjGeZPNdmmcLjl7L,52
1225924949,Nutbush City Limits (Glee Cast Version),https://open.spotify.com/track/0Qi2ATFJdr6qFe3TL9J9kh,39
1225924949,Hot Jazzybelle,https://open.spotify.com/track/3cwOPJzYmfA2tKX43rGxrj,40
1225924949,My Definition Of A Boombastic Jazz Style - Echo Mix,https://open.spotify.com/track/31YQx8SP1M6MYLkcFUT8DD,12
1225924949,Under The Pressure,https://open.spotify.com/track/45D0ixQWzXQOoU1S9aSnKk,56
1225924949,Lebanese Blonde,https://open.spotify.com/track/488E8BWYDCDrL6vunOAzPy,54
1225924949,5 Years Time,https://open.spotify.com/track/12je8giC2S9smUHJ81tpiL,58
1225924949,Night,https://open.spotify.com/track/6Xs9eaQXZaKfPkEyETxNl6,52
1225924949,Good Time (feat. Pitbull),https://open.spotify.com/track/1bLVsavnUruupOI0Pxdm6I,46
1225924949,Love X Love - 2015 GH Version,https://open.spotify.com/track/3VYvCkMqd06wG84oeQ2iiZ,38
1225924949,Blood,https://open.spotify.com/track/13yuX1iqobZtQtq5lr8UoC,53
1225924949,The Moment,https://open.spotify.com/track/6GpH4Q5hUKzMvMoO4n5itq,8
1225924949,Together,https://open.spotify.com/track/0otmDG441slQ7QYZUPgBcM,47
1225924949,Your Song,https://open.spotify.com/track/4VqehFHsPWEKb78XaD70dq,3
1225924949,Open,https://open.spotify.com/track/4nLaeAathdcgAhhB0h5aWe,7
1225924949,First,https://open.spotify.com/track/0kuSx4Cm1q6N6pOmCI9CRY,54
1225924949,To Leave Something Behind,https://open.spotify.com/track/4ric198pxxaosqsNVHHroF,46
1225924949,Love Now,https://open.spotify.com/track/5vQctmBxi79lyQoc2DDAsP,48
1225924949,Flashed Junk Mind,https://open.spotify.com/track/1XZVWBoJNnzfLZaf2e9yax,2
1225924949,Le Coeur (feat. Lou Lou Ghelichkhani),https://open.spotify.com/track/0kGwghHcyTpryVDmUk0y0g,32
1225924949,"Um, Um, Um, Um, Um, Um",https://open.spotify.com/track/39FS8GMCTRPAgHOyaNnUSl,32
1225924949,Got It,https://open.spotify.com/track/3UruEZw1hZjtcbynGToEcv,1
1225924949,A Whiter Shade Of Pale,https://open.spotify.com/track/3qitymULqEibr7yknRMKU4,18
1225924949,17,https://open.spotify.com/track/5UVBumEwdUnzvqxrXOYLFA,53
1225924949,Shine a Little Love,https://open.spotify.com/track/5X6HkkTe8mUwkHo3Lccr6E,47
1225924949,Why Can't We Live Together,https://open.spotify.com/track/4II3DSwczJ59ScjpGqFsEC,13
1225924949,"Everybody's Talkin' (From ""Midnight Cowboy"") - Mono",https://open.spotify.com/track/00vTjx9uvXpr202aSdbnl5,8
1225924949,This Time Tomorrow,https://open.spotify.com/track/1KvXF251M3mfg7j384scbp,19
1225924949,Welcome Home,https://open.spotify.com/track/1oofwLaSk4kDIWAYT5ZGK7,38
1225924949,Mama Said,https://open.spotify.com/track/5ArQzSBevAdXTxRY6Ulhbq,64
1225924949,Santa Fe,https://open.spotify.com/track/3gQZdiGlObKaY274Q3lnoH,53
1225924949,Happiness Is,https://open.spotify.com/track/7ii6T3QPxm6cpAFV0dCY6J,0
1225924949,Ocean Drive,https://open.spotify.com/track/0k93MXOj0kSXo84SvSDeUz,16
1225924949,Heartbeats,https://open.spotify.com/track/1rtyfUUQeRDoiObPys8DMq,46
1225924949,Never Really Over,https://open.spotify.com/track/5PYQUBXc7NYeI1obMKSJK0,91
1225924949,I Need Help!,https://open.spotify.com/track/4j9HBb9EShsJJ0EmQy8mgz,47
1225924949,I Found U,https://open.spotify.com/track/6jSPbxZLd2yemJTjz2gqOT,62
1225924949,Slip Away,https://open.spotify.com/track/3Gda1sTo2ZjbztjjsnAsP3,58
1225924949,Summer,https://open.spotify.com/track/7tsHqxfepei1AdLjy93XIv,57
1225924949,Saturdays (feat. HAIM),https://open.spotify.com/track/5ClqcvP4dYDDX6Zv3jPQD1,61
1225924949,High Society,https://open.spotify.com/track/1D60K0c2XqH9sa54KA27ys,39
1225924949,Seventeen,https://open.spotify.com/track/6S0IRhCK4P0llKnIjivfGd,59
1225924949,Dancing On Glass,https://open.spotify.com/track/0aersVHlGGXcHeRvHtuaSt,57
1225924949,Harmony Hall,https://open.spotify.com/track/39exKIvycQDgs4T6uXdyu0,70
1225924949,ME! (feat. Brendon Urie of Panic! At The Disco),https://open.spotify.com/track/4Sib57MmYGJzSvkW84jTwh,72
1225924949,Lie Like Me,https://open.spotify.com/track/6liuBUOD6mPYwqwy6pxutg,34
1225924949,Miracle Mile,https://open.spotify.com/track/4RvmQ5qbP5PxgJD0BN4EZK,53
1225924949,First,https://open.spotify.com/track/3omXshBamrREltcf24gYDC,65
1225924949,Baby Don't Talk,https://open.spotify.com/track/1Fxx8kShVR8ZwVhZ85zvyC,53
1225924949,Rollercoaster,https://open.spotify.com/track/5L95vS64rG1YMIFm1hLjyZ,61
1225924949,Elevate,https://open.spotify.com/track/5BxVRqpZi6tIhAap1ZjzVD,54
1225924949,Out Of My League,https://open.spotify.com/track/2AYEOC02WLhUiOoaig2SEH,63
1225924949,We Come Running,https://open.spotify.com/track/4Xv41B0BJRcMBJYpavNDfD,50
1225924949,Midnight City,https://open.spotify.com/track/1eyzqe2QqGZUmfcPZtrIyt,67
1225924949,Reflections,https://open.spotify.com/track/2PtBhfoPZ6VYtXkrE5FrCH,60
1225924949,Little Secrets,https://open.spotify.com/track/3kb38wezoUA8ki5jPYy3t5,59
1225924949,Little Talks,https://open.spotify.com/track/2ihCaVdNZmnHZWt0fvAM7B,72
1225924949,Safe And Sound,https://open.spotify.com/track/6Z8R6UsFuGXGtiIxiD8ISb,73
1225924949,Sweet Disposition,https://open.spotify.com/track/5RoIXwyTCdyUjpMMkk4uPd,62
1225924949,Alive,https://open.spotify.com/track/5WBnKCEsPwsvWHUZmLjS3s,58
1225924949,Dog Days Are Over,https://open.spotify.com/track/1YLJVmuzeM2YSUkCCaTNUB,67
1225924949,High And Low,https://open.spotify.com/track/2Q7PDjPz7h559wBF97lO07,56
1225924949,Flashed Junk Mind,https://open.spotify.com/track/5mpLcXEsk3jjzLFGuNKk5I,61
1225924949,Feel It Still,https://open.spotify.com/track/6QgjcU0zLnzq5OrUoSZ3OK,79
1225924949,Forgive & Forget,https://open.spotify.com/track/2xxMXbsjhqPzTYAclUOQlI,47
1225924949,Oh My Love,https://open.spotify.com/track/47zkap9OaOkcrdAvJ8RRyH,5
1225924949,Running,https://open.spotify.com/track/1iUqqJrrk98kuvtLM0yfA7,48
1225924949,Dreaming,https://open.spotify.com/track/6cMswWRv4lAU3mh5lclgCc,55
1225924949,Anna Sun,https://open.spotify.com/track/3e0yTP5trHBBVvV32jwXqF,62
1225924949,Take a Walk,https://open.spotify.com/track/4Sfa7hdVkqlM8UW5LsSY3F,65
1225924949,Young Blood,https://open.spotify.com/track/25nzKGDiua1lE9Qo5V19GL,63
1225924949,Tongue Tied,https://open.spotify.com/track/0GO8y8jQk1PkHzS31d699N,76
1225924949,Cold Cold Man,https://open.spotify.com/track/6RKGBcDtgzXx21zUjpeu6F,62
1225924949,Daylight,https://open.spotify.com/track/57i3M29DWoo7RDk0Tf0LZG,64
1225924949,Carried Away,https://open.spotify.com/track/52a6VcF23v5HB7KfDEmBHq,57
1225924949,Ways to Go,https://open.spotify.com/track/57nNNkgk768QVXq3uHxu5e,63
1225924949,Chained To The Rhythm,https://open.spotify.com/track/7qvxFz3JodM0A7xEM7k3YD,70
1225924949,Higher Love,https://open.spotify.com/track/6oJ6le65B3SEqPwMRNXWjY,86
1225924949,If I Can't Have You,https://open.spotify.com/track/6LsAAHotRLMOHfCsSfYCsz,92
1225924949,Freaking Out,https://open.spotify.com/track/6XNbM0R3MMlZRjH7lHopB4,66
1225924949,Nostalgic,https://open.spotify.com/track/1pBO9JDqh1y3TbCKEO1OvG,71
1225924949,Find Someone,https://open.spotify.com/track/654BH5npNnfbFZyHD4c2RC,62
1225924949,Fiction (feat. Tom Odell),https://open.spotify.com/track/3vRvuatWmKcHhxbv6choLR,55
1225924949,Make Out in My Car - Sufjan Stevens Version,https://open.spotify.com/track/045NQr6Xvm5o9YFUMwbMzG,51
1225924949,Higher Love,https://open.spotify.com/track/6oJ6le65B3SEqPwMRNXWjY,86
1225924949,If I Can't Have You,https://open.spotify.com/track/6LsAAHotRLMOHfCsSfYCsz,92
1225924949,Nostalgic,https://open.spotify.com/track/1pBO9JDqh1y3TbCKEO1OvG,71
1225924949,Freaking Out,https://open.spotify.com/track/6XNbM0R3MMlZRjH7lHopB4,66
1225924949,Find Someone,https://open.spotify.com/track/654BH5npNnfbFZyHD4c2RC,62
1225924949,That's Life (feat. Mac Miller & Sia),https://open.spotify.com/track/5h0Jgt873QtgL6nJRBGfT6,74
1225924949,You Need To Calm Down,https://open.spotify.com/track/29fRTIKsJhLUJoldM89GZS,91
1225924949,The End Of Love,https://open.spotify.com/track/1tpkN6z0Zd3wphAd3DASDX,55
1225924949,My Eyes,https://open.spotify.com/track/2AcyGDZJq3VK1grGodZShK,45
1225924949,Surround Me,https://open.spotify.com/track/4aai1PoVGPcspMhmzOzpZN,61
1225924949,Blurred,https://open.spotify.com/track/0jJLwPDpyuZRpd800yScN0,59
1225924949,What She Wants,https://open.spotify.com/track/4uf9vttaZb5rehtxzrL4Dx,57
1225924949,365,https://open.spotify.com/track/2XWjPtKdi5sucFYtVav07d,77
1225924949,How Long Do I Have To Wait For You?,https://open.spotify.com/track/4fMXQkXkfmO6KWKVwxvkWT,60
1225924949,Sand & Lead,https://open.spotify.com/track/4HWbb6tRmSlY2ZhkNSnhOM,32
1225924949,"Hey, Ma",https://open.spotify.com/track/6YEyNkfWYAFTib8j1eXg1A,75
1225924949,To Love Somebody,https://open.spotify.com/track/7LZoKNMhsZ7qbP1lYGDva8,48
1225924949,The Tracks Of My Tears,https://open.spotify.com/track/6QyQmdvQ1ywNccYa0pwLNQ,62
1225924949,Let's Make It Last,https://open.spotify.com/track/1ykpMc0EJx5AW04yZC1oo5,39
1225924949,Not Ready to Make Nice,https://open.spotify.com/track/6LCEyZZHFF4ebF1Mike1s5,60
1225924949,Castles,https://open.spotify.com/track/5o8lxcSYAj8uXTiIHoyyA9,62
1225924949,Wild Roses,https://open.spotify.com/track/0HTgKWcWxaxDnjBelfB8bR,63
1225924949,Gatekeeper,https://open.spotify.com/track/5o3Oa2RccGWOfM9z91u77B,44
1225924949,Shine,https://open.spotify.com/track/17Lz57lmEXE9o5p9UZBPqs,55
1225924949,We Stayed Up All Night,https://open.spotify.com/track/7eSWgAlmLPXbGxgH3RNoWh,53
1225924949,Superman,https://open.spotify.com/track/2R7C9dDqv1UPycvepBFziA,44
1225924949,Faith,https://open.spotify.com/track/3mZHmZahGKJwP0GDtWaOq8,67
1225924949,Friends (feat. Bon Iver),https://open.spotify.com/track/0ZpBPavoID3eDbaXKSWpAD,55
1225924949,Serious (feat. Matt Corby),https://open.spotify.com/track/18YIDJGWXocUPFbAzTaq8g,53
1225924949,Love On The Brain - Los Feliz Blvd,https://open.spotify.com/track/135EP4qT9Eo0Uu0fMIln2c,46
1225924949,Me Rehúso,https://open.spotify.com/track/6De0lHrwBfPfrhorm9q1Xl,76
1225924949,It Wasn't Easy To Be Happy For You,https://open.spotify.com/track/7Fnnxd0afHobstDKDoAdOv,0
1225924949,I Just Wanna Shine,https://open.spotify.com/track/6JzE92XrK4atfuEN1YfVvy,24
1225924949,That Was Yesterday,https://open.spotify.com/track/3gwfEBrFpzEFCZMjw7mqxA,0
1225924949,Slip Away,https://open.spotify.com/track/3Gda1sTo2ZjbztjjsnAsP3,58
1225924949,Call Me Back,https://open.spotify.com/track/14KP6cmTImZmrcAC5m0Azd,56
1225924949,LEMONS,https://open.spotify.com/track/7ogG5ajgic2enWln7eKRKg,38
1225924949,Passing Clouds,https://open.spotify.com/track/422jghgBY0cL7ChPCULGD0,35
1225924949,Never Really Over,https://open.spotify.com/track/5PYQUBXc7NYeI1obMKSJK0,91
1225924949,Not Today,https://open.spotify.com/track/5MSOM0Bz3OJrC0UBy3H62G,59
1225924949,I Need Help!,https://open.spotify.com/track/4j9HBb9EShsJJ0EmQy8mgz,47
1225924949,I Found U,https://open.spotify.com/track/6jSPbxZLd2yemJTjz2gqOT,62
1225924949,Count on Me,https://open.spotify.com/track/6hLzMpCAPDknTuJo6CMrRL,36
1225924949,17,https://open.spotify.com/track/5UVBumEwdUnzvqxrXOYLFA,53
1225924949,Drivers,https://open.spotify.com/track/0KJAen5CpEWnk0721d5Q4P,38
1225924949,Summer,https://open.spotify.com/track/7tsHqxfepei1AdLjy93XIv,57
1225924949,This Must Be the Place (Naive Melody) - Live,https://open.spotify.com/track/0cAPfvvqFZsqsIz3ZDSKIa,49
1225924949,oh baby,https://open.spotify.com/track/53PkA8aXiwH4ppa0V0iO7o,60
1225924949,Bad Ones (feat. Tegan and Sara),https://open.spotify.com/track/28izyGMuPysSxWhKbqxRRc,52
1225924949,Elevate,https://open.spotify.com/track/5BxVRqpZi6tIhAap1ZjzVD,54
1225924949,You Need To Calm Down,https://open.spotify.com/track/29fRTIKsJhLUJoldM89GZS,91
1225924949,The Best You Had,https://open.spotify.com/track/5GT8b1dFaOWFF5twsmSOYx,67
1225924949,Running,https://open.spotify.com/track/1iUqqJrrk98kuvtLM0yfA7,48
1225924949,Better Man,https://open.spotify.com/track/23TxRN09aR1RB0G0tFoT0b,60
1225924949,Upper West Side,https://open.spotify.com/track/7vfaRUaFBDwENwa3tzJY64,60
1225924949,Alan,https://open.spotify.com/track/3TQCzciq8PfujkmzYQrx8B,50
1225924949,Location Unknown ◐,https://open.spotify.com/track/6A1GBCMwbfhkB9e1thR8a8,57
1225924949,So Good Looking,https://open.spotify.com/track/0I0onONP8E5RG8oxpWoGIY,59
1225924949,Sleep Alone,https://open.spotify.com/track/33CehYfkie4ugV2gWaTKlM,7
1225924949,Say Something,https://open.spotify.com/track/1LhMopPAallLeaeNutqbgS,72
1225924949,Stay Safe,https://open.spotify.com/track/2s4z1J7yMhMYtSLgRxzQwq,48
1225924949,Billy,https://open.spotify.com/track/2eQHAwP1oz4XsjHXSEaqZQ,59
1225924949,Harvest Moon,https://open.spotify.com/track/35U4PXL3W3XIkAjEUdhr36,63
1225924949,When I'm With Him,https://open.spotify.com/track/4vBlxgG7iM8WwjLMHKpNkm,54
1225924949,Glasshouses,https://open.spotify.com/track/7isVqPzG3R5ni6IM4YG0sv,52
1225924949,Saturdays (feat. HAIM),https://open.spotify.com/track/5ClqcvP4dYDDX6Zv3jPQD1,61
1225924949,A Whiter Shade Of Pale - Recorded at Spotify Studios NYC,https://open.spotify.com/track/6AcYLHkLDFn6qcZiPS6xNc,45
1225924949,Pick Up,https://open.spotify.com/track/5YzBL3vkQnp3JbeDRRSbSQ,58
1225924949,Liar,https://open.spotify.com/track/5EBDvc4cX8tqalRFGRwm7A,48
1225924949,Sinful,https://open.spotify.com/track/3wbDA6hrNhmY3KhRbWgVDx,40
1225924949,Further,https://open.spotify.com/track/2AehGNzBK2YR4xGxq7NBxL,47
1225924949,High Society,https://open.spotify.com/track/1D60K0c2XqH9sa54KA27ys,39
1225924949,Dog Years,https://open.spotify.com/track/5RRNZFyOi17nTh2bPEKPtp,54
1225924949,Living Single,https://open.spotify.com/track/36xxq7VDZZsGwARsn6Clo7,64
1225924949,I Can't,https://open.spotify.com/track/2Pz1WoR37CBHUEtgLc4cYb,31
1225924949,For Days - Original Mix,https://open.spotify.com/track/4q0tzj5mxNmjZFk3zDS2tg,45
1225924949,Reasons (feat. Nate Fox),https://open.spotify.com/track/046QZRZEIRb1Fl9eDxMLKh,0
1225924949,Love Again,https://open.spotify.com/track/2VVSfYOHNu4pCahfxvgyJR,42
1225924949,Down for You,https://open.spotify.com/track/5bjjilOlFD5kgnrFmaiYi5,21
1225924949,Are You Bored Yet? (feat. Clairo),https://open.spotify.com/track/57RA3JGafJm5zRtKJiKPIm,72
1225924949,Sweet Talk,https://open.spotify.com/track/6kcHg7XL6SKyPNd78daRBL,60
1225924949,Mine,https://open.spotify.com/track/0cnVBn7JsFlShF65EJe2Or,53
1225924949,west texas,https://open.spotify.com/track/5XJXIm2LcNPnjiXErvlSmq,43
1225924949,seasons nineteen,https://open.spotify.com/track/4FXVURlRJD34CuVOlXMMWA,40
1225924949,Open,https://open.spotify.com/track/3JsA2sWDNR9oQogGAzqqtH,60
1225924949,Count To Five,https://open.spotify.com/track/6Rp8ptCpxsdmC3O4LSsJZg,49
1225924949,Alan,https://open.spotify.com/track/3TQCzciq8PfujkmzYQrx8B,50
1225924949,Patience,https://open.spotify.com/track/5pW62tsMUPtw8k69ifpcjJ,49
1225924949,Electric Feel,https://open.spotify.com/track/0vJvCnuxXL2BCSRa1ZoeNl,58
1225924949,We Stayed Up All Night,https://open.spotify.com/track/7eSWgAlmLPXbGxgH3RNoWh,53
1225924949,Seventeen,https://open.spotify.com/track/6S0IRhCK4P0llKnIjivfGd,59
1225924949,Dancing On Glass,https://open.spotify.com/track/0aersVHlGGXcHeRvHtuaSt,57
1225924949,Anna Sun,https://open.spotify.com/track/3e0yTP5trHBBVvV32jwXqF,62
1225924949,I Don't Know You,https://open.spotify.com/track/4cJOLN346rtOty3UPACsao,63
1225924949,Unbearably White,https://open.spotify.com/track/158ryJ8xp3ixTm3rJc1mhv,40
1225924949,Roll it on Home,https://open.spotify.com/track/0Zrug5Ry3x6x60lohpEU0C,56
1225924949,Harmony Hall,https://open.spotify.com/track/39exKIvycQDgs4T6uXdyu0,70
1225924949,We Stayed Up All Night,https://open.spotify.com/track/7eSWgAlmLPXbGxgH3RNoWh,53
1225924949,Writer In The Dark,https://open.spotify.com/track/193Dm5SqYy3hTSbuzxbwKc,57
1225924949,Perfect Places,https://open.spotify.com/track/7ARveOiD31w2Nq0n5FsSf8,64
1225924949,I'm With You,https://open.spotify.com/track/6Qwuw0eOeszVlewLpu24gR,60
1225924949,Gloria,https://open.spotify.com/track/2AoyIsLRZQ0UhedzzhnbKz,64
1225924949,For Fra,https://open.spotify.com/track/0pwxBUYql49UEbPpSBjO3k,47
1225924949,Gone Are The Days,https://open.spotify.com/track/5Ev2fiI6U3EEbBF96SOHbL,32
1225924949,Took A While,https://open.spotify.com/track/5CiAeNdZXBhg9t1izeCcBI,49
1225924949,Chasing Tail (Madnap Remix),https://open.spotify.com/track/6exN5SiAFfOI4DyRPZuUWh,55
1225924949,(I Left My Heart) In San Francisco,https://open.spotify.com/track/1bYItjcPRtxZs6Ir71O5RB,55
1225924949,San Francisco (Be Sure to Wear Flowers in Your Hair) - Single Version,https://open.spotify.com/track/4HpaXUMqrz1cFaOeEizumw,39
1225924949,GIRL,https://open.spotify.com/track/3y5B5ebFMzEEFqCPOesAXR,73
1225924949,The Bones,https://open.spotify.com/track/7g9YrTuImvIkpS9uveKdCO,29
